"ORGÃO SUPERIOR DESTINATÁRIO";"ÓRGÃO DESTINATÁRIO";"FORNECEDOR";"CNPJ DO FORNECEDOR";"MUNICÍPIO DO FORNECEDOR";"CHAVE DA NF-E";"VALOR DA NOTA (R$)";"DATA DA EMISSÃO";"NÚMERO";"SÉRIE";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240502385669000174552060000919261009578530";"30.800,00";"04/05/2024";"91926";"206";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240502385669000174552060000919221319731884";"30.800,00";"04/05/2024";"91922";"206";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240502385669000174552060000919251158128555";"30.800,00";"04/05/2024";"91925";"206";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240502385669000174552060000919241126219922";"30.800,00";"04/05/2024";"91924";"206";
"Ministério da Educação";"Fundação Universidade do Amazonas";"PEKE SOLUCOES LTDA";"34.197.944/0001-12";"SAO JOSE";"42240534197944000112550010000003421607662077";"30.800,00";"14/05/2024";"342";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240502385669000174552060000919511191083913";"30.800,00";"15/05/2024";"91951";"206";
"Ministério da Educação";"Universidade Federal do Espírito Santo";"PEKE SOLUCOES LTDA";"34.197.944/0001-12";"SAO JOSE";"42240534197944000112550010000003431416129550";"30.800,00";"15/05/2024";"343";"1";
"Ministério da Educação";"Universidade Federal da Bahia";"PEKE SOLUCOES LTDA";"34.197.944/0001-12";"SAO JOSE";"42240534197944000112550010000003401669158874";"30.800,00";"14/05/2024";"340";"1";
"Ministério da Educação";"Universidade Federal de Pernambuco";"PEKE SOLUCOES LTDA";"34.197.944/0001-12";"SAO JOSE";"42240534197944000112550010000003411376371687";"30.800,00";"14/05/2024";"341";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240502385669000174552060000919491702076455";"30.800,00";"15/05/2024";"91949";"206";
"Ministério da Educação";"Fundação Universidade Federal do ABC";"PEKE SOLUCOES LTDA";"34.197.944/0001-12";"SAO JOSE";"42240534197944000112550010000003441582699210";"30.800,00";"15/05/2024";"344";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33241002385669000174552060000921161062265540";"30.960,00";"02/10/2024";"92116";"206";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"T QUATTRO PEÇAS AUTOMOTIVAS LTDA";"33.157.237/0001-30";"LONDRINA";"41230633157237000130550010000003231033199704";"31.120,00";"02/06/2023";"323";"1";
"Ministério do Trabalho e Emprego";"Ministério do Trabalho e Emprego - Unidades com vínculo direto";"J&R DRONES";"30.897.529/0001-10";"PORTO ALEGRE";"43231130897529000110550010000009401006522951";"31.679,70";"10/11/2023";"940";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"PROFOXNETWORKS SOLUCOES LTDA";"18.782.546/0001-07";"BRASILIA";"53211218782546000107550010000019201021430628";"31.700,00";"01/12/2021";"1920";"1";
"Ministério da Defesa";"Comando do Exército";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35231251536795000600550010000338501113426600";"31.900,00";"28/12/2023";"33850";"1";
"Ministério da Defesa";"Comando do Exército";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35240151536795000600550010000339691173064368";"31.900,00";"11/01/2024";"33969";"1";
"Ministério da Defesa";"Comando do Exército";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35240151536795000600550010000339981153236823";"31.900,00";"12/01/2024";"33998";"1";
"Ministério do Desenvolvimento Agrário e Agricultura Familiar";"Instituto Nacional de Colonização e Reforma Agrária";"PEDROSO NEGOCIOS GOVERNAMENTAIS PRODUTOS E SERVICOS LTDA";"51.118.112/0001-82";"SAO PAULO";"35241251118112000182550010000003201496070703";"31.912,00";"19/12/2024";"320";"1";
"Sem informação";"Sem informação";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240318355397000108550020002704401183469782";"32.381,37";"19/03/2024";"270440";"2";
"Ministério da Educação";"Instituto Federal Catarinense";"J. K. COMERCIO E SERVICOS LTDA";"46.148.186/0001-21";"BRASILIA";"53221246148186000121550010000000731005239876";"32.537,38";"01/12/2022";"73";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Chico Mendes de Conservação da Biodiversidade";"CEMAPA SOLUCOES INFORMATICA LTDA";"81.504.763/0001-71";"MEDIANEIRA";"41250181504763000171550030000003121787473147";"33.233,12";"28/01/2025";"312";"3";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230618355397000108550020002125821186669113";"33.242,31";"15/06/2023";"212582";"2";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35231118355397000108550020002429821800124300";"33.242,31";"14/11/2023";"242982";"2";
"Ministério da Defesa";"Comando do Exército";"INTELBRAS S/A - IND DE TEL ELET BRASILEI";"82.901.000/0014-41";"SAO JOSE";"42241282901000001441550010025957281088292392";"33.500,00";"04/12/2024";"2595728";"1";
"Ministério da Defesa";"Comando do Exército";"PEKE SOLUCOES LTDA";"34.197.944/0001-12";"SAO JOSE";"42241234197944000112550010000005091855735838";"33.500,00";"03/12/2024";"509";"1";
"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"HELEN PAULA CAITANA DIAS EIRELI - EPP";"27.448.432/0001-16";"BELO HORIZONTE";"31240627448432000116550010000127381000365389";"33.664,20";"19/06/2024";"12738";"1";
"Ministério da Educação";"Universidade Tecnológica Federal do Paraná";"HELEN PAULA CAITANA DIAS EIRELI - EPP";"27.448.432/0001-16";"BELO HORIZONTE";"31240627448432000116550010000127391000366226";"33.664,21";"19/06/2024";"12739";"1";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"FUNDACAO PARA O DESENV. CIENTIFICO E TEC. EM SAUDE";"02.385.669/0001-74";"RIO DE JANEIRO";"33240802385669000174552060000920921037401438";"33.850,00";"23/08/2024";"92092";"206";
"Ministério da Saúde";"Fundação Oswaldo Cruz";"LITUÂNIA COMÉRCIO DE MERCADORIAS EM GERAL LTDA ME";"12.132.240/0001-29";"SAO PAULO";"35230512132240000129550010000030871452570508";"33.966,00";"10/05/2023";"3087";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"PATRICK TRINTINAGLIA MOTTA ME";"17.791.343/0001-14";"BRASILIA";"53220917791343000114550010000004151100005142";"34.000,00";"23/09/2022";"415";"1";
"Ministério da Defesa";"Comando do Exército";"PERFECT ASSESSORIA EM LICITACAO LTDA";"42.051.768/0001-34";"BRASILIA";"53240642051768000134550010000001681094967014";"34.500,00";"12/06/2024";"168";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"ALEXANDRE CESAR CARVALHO DE OLIVEIRA";"33.969.748/0001-56";"NATAL";"24220233969748000156550010000001881004370054";"34.713,00";"24/02/2022";"188";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"W F DE ALMEIDA";"31.108.146/0001-89";"LONDRINA";"41230431108146000189550010000000881895272414";"34.900,00";"04/04/2023";"88";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35250318355397000108550020003633011170259092";"35.000,00";"06/03/2025";"363301";"2";
"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"CALIBRE SCIENTIFIC BRASIL LTDA";"01.530.501/0001-42";"ALVORADA";"43221201530501000142550020001411481884899345";"35.398,55";"28/12/2022";"141148";"2";
"Sem informação";"Sem informação";"NW DRONES COMERCIO E MANUTENCAO DE DRONES LTDA";"32.907.435/0001-00";"CURITIBA";"41211232907435000100550010000002331705269735";"35.800,00";"14/12/2021";"233";"1";
"Ministério da Educação";"Universidade Federal de Viçosa";"FUNDACAO ARTHUR BERNARDES - ADM";"20.320.503/0001-51";"VICOSA";"31220820320503000151550020000067961173243557";"35.891,60";"16/08/2022";"6796";"2";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35230918355397000108550020002324901505816090";"36.147,80";"21/09/2023";"232490";"2";
"Ministério da Fazenda";"Ministério da Fazenda - Unidades com vínculo direto";"SATCOMP COMERCIAL ELETRONICA LTDA-ME";"04.064.768/0001-80";"SAO PAULO";"35241104064768000180550010000188181532703854";"36.210,00";"19/11/2024";"18818";"1";
"Ministério do Desenvolvimento Agrário e Agricultura Familiar";"Instituto Nacional de Colonização e Reforma Agrária";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35240244660577000103550010000012941205399331";"36.858,90";"14/02/2024";"1294";"1";
"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"SANTIAGO E CINTRA IMPORTACAO E EXPORTACAO LTDA";"51.536.795/0006-00";"RIBEIRAO PRETO";"35250251536795000600550010000395651416198587";"37.180,00";"28/02/2025";"39565";"1";
"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"SARTRONIC DRONES LTDA";"46.767.357/0001-09";"SAO JOSE DO RIO PRETO";"35250146767357000109550000000000071000000701";"37.780,00";"30/01/2025";"7";"0";
"Ministério da Defesa";"Comando da Aeronáutica";"LECO INSTRUMENTOS LTDA";"42.523.365/0001-40";"RIO DE JANEIRO";"33250142523365000140550010000592111378597930";"37.794,94";"29/01/2025";"59211";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"LECO INSTRUMENTOS LTDA";"42.523.365/0001-40";"RIO DE JANEIRO";"33250242523365000140550010000593421187588037";"37.794,94";"11/02/2025";"59342";"1";
"Ministério da Defesa";"Comando da Aeronáutica";"LECO INSTRUMENTOS LTDA";"42.523.365/0001-40";"RIO DE JANEIRO";"33250242523365000140550010000593441895893622";"37.794,98";"11/02/2025";"59344";"1";
"Ministério da Defesa";"Comando do Exército";"DRONE AIR COMERCIO E SERVICOS TECNOLOGICOS EIRELI";"39.935.802/0001-29";"JOAO PESSOA";"25230339935802000129550010000003991388073812";"38.500,00";"09/03/2023";"399";"1";
"Ministério da Educação";"Universidade Federal do Rio Grande do Sul";"CALIBRE SCIENTIFIC BRASIL LTDA";"01.530.501/0001-42";"ALVORADA";"43221201530501000142550020001411021148398801";"38.742,15";"26/12/2022";"141102";"2";
"Ministério da Educação";"Universidade Federal de São Paulo";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35230644660577000103550010000005331720534773";"39.000,00";"12/06/2023";"533";"1";
"Ministério da Educação";"Instituto Federal do Acre";"DT OFFICE - DISTRIBUIDOR DE ELETRONICOS EIRELI";"30.019.904/0001-20";"SAO PAULO";"35220730019904000120550010000028931743946241";"39.200,00";"20/07/2022";"2893";"1";
"Ministério da Educação";"Instituto Federal do Acre";"SP DRONES E COMERCIO SOCIEDADE UNIPESSOAL LTDA";"44.660.577/0001-03";"SAO PAULO";"35220744660577000103550010000000351745487557";"39.200,00";"20/07/2022";"35";"1";
"Ministério da Defesa";"Comando do Exército";"LITUÂNIA COMÉRCIO DE MERCADORIAS EM GERAL LTDA ME";"12.132.240/0001-29";"SAO PAULO";"35230712132240000129550010000031791736190700";"39.264,00";"13/07/2023";"3179";"1";
"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"SARTRONIC DRONES LTDA";"46.767.357/0001-09";"SAO JOSE DO RIO PRETO";"35250146767357000109550000000000041000000408";"39.500,00";"13/01/2025";"4";"0";
"Ministério da Educação";"Instituto Federal do Norte de Minas Gerais";"SARTRONIC DRONES LTDA";"46.767.357/0001-09";"SAO JOSE DO RIO PRETO";"35250146767357000109550000000000051000000502";"39.500,00";"22/01/2025";"5";"0";
"Ministério da Educação";"Instituto Federal de São Paulo";"SETEH ENGENHARIA LTDA";"26.742.502/0001-81";"GOIANIA";"52211226742502000181550010000028681000089527";"39.900,00";"02/12/2021";"2868";"1";
"Ministério da Educação";"Instituto Federal do Sul de Minas Gerais";"SETEH ENGENHARIA LTDA";"26.742.502/0001-81";"GOIANIA";"52211226742502000181550010000028701076403000";"39.900,00";"02/12/2021";"2870";"1";
"Ministério da Educação";"Instituto Federal de São Paulo";"SETEH ENGENHARIA LTDA";"26.742.502/0001-81";"GOIANIA";"52211226742502000181550010000028691016740602";"39.900,00";"02/12/2021";"2869";"1";
"Sem informação";"Sem informação";"CONDOR S/A INDUSTRIA QUIMICA";"30.092.431/0001-96";"NOVA IGUACU";"33211230092431000196550010000276601977401610";"40.000,00";"07/12/2021";"27660";"1";
"Sem informação";"Sem informação";"CONDOR S/A INDUSTRIA QUIMICA";"30.092.431/0001-96";"NOVA IGUACU";"33211230092431000196550010000276551103847482";"40.000,00";"07/12/2021";"27655";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"RIBEL COMERCIO DE PRODUTOS, EQUIPAMENTOS E SERVICOS LTDA- ME";"04.532.782/0001-60";"SAO PAULO";"35220104532782000160550010000005371622245042";"40.302,00";"24/01/2022";"537";"1";
"Ministério dos Transportes";"Departamento Nacional de Infraestrutura de Transportes";"RIBEL COMERCIO DE PRODUTOS, EQUIPAMENTOS E SERVICOS LTDA- ME";"04.532.782/0001-60";"SAO PAULO";"35220504532782000160550010000005681139377607";"40.302,00";"08/05/2022";"568";"1";
"Ministério da Educação";"Universidade Federal do Espírito Santo";"LINHA COMERCIO E SERVICOS ELETRONICOS EIRELI";"04.174.026/0001-07";"UBERLANDIA";"31211204174026000107550010000002781530992977";"40.980,00";"16/12/2021";"278";"1";
"Ministério da Educação";"Universidade Federal do Espírito Santo";"LINHA COMERCIO E SERVICOS ELETRONICOS EIRELI";"04.174.026/0001-07";"UBERLANDIA";"31220704174026000107550010000003011530992974";"40.980,00";"07/07/2022";"301";"1";
"Ministério da Defesa";"Comando do Exército";"MAIORCA COMERCIO DE EQUIPAMENTOS ELETRONICOS EIRELI";"34.802.325/0001-00";"SAO PAULO";"35220334802325000100550010000006191908000401";"41.240,00";"18/03/2022";"619";"1";
"Ministério do Meio Ambiente e Mudança do Clima";"Instituto Chico Mendes de Conservação da Biodiversidade";"CONSERVATION INTERNATIONAL DO BRASIL";"38.737.938/0001-61";"RIO DE JANEIRO";"33240942498675000152558900094596901412251749";"42.000,00";"19/09/2024";"9459690";"890";
"Ministério da Educação";"Universidade Federal da Paraíba";"ASSUNTEC - ASSUNTOS TECNOLÓGICOS COM. DE EQUIP. EIRELI - ME";"43.182.905/0001-32";"SAO PAULO";"35220743182905000132550010000001951174009633";"42.717,90";"28/07/2022";"195";"1";
"Ministério da Educação";"Instituto Federal de Educação, Ciência e Tecnologia de Goiás";"ANAX BRASIL COMERCIO E SERVICOS LTDA";"28.849.946/0001-46";"VITORIA";"53240128849946000146550010000017611206580004";"43.764,78";"30/01/2024";"1761";"1";
"Ministério da Educação";"Fundação Universidade Federal de Sergipe";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35231136718488000134550010000021691412654627";"43.892,07";"28/11/2023";"2169";"1";
"Ministério da Educação";"Instituto Federal do Espírito Santo";"TRC COMERCIO E SERVICOS EIRELI";"32.699.271/0001-73";"SAO PAULO";"35241132699271000173550010000002191004080753";"43.960,00";"05/11/2024";"219";"1";
"Ministério da Defesa";"Comando do Exército";"POWERTOP GEO TECNOLOGIAS LTDA EPP";"16.847.452/0001-43";"SÃO PAULO";"35220816847452000143550010000004511080383572";"43.980,00";"18/08/2022";"451";"1";
"Ministério da Defesa";"Comando do Exército";"POWERTOP GEO TECNOLOGIAS LTDA EPP";"16.847.452/0001-43";"SÃO PAULO";"35220816847452000143550010000004531080383577";"43.980,00";"19/08/2022";"453";"1";
"Ministério da Defesa";"Comando da Marinha";"POWERTOP GEO TECNOLOGIAS LTDA EPP";"16.847.452/0001-43";"SÃO PAULO";"35230416847452000143550010000005291110024780";"43.980,00";"11/04/2023";"529";"1";
"Ministério da Justiça e Segurança Pública";"Fundo Penitenciário Nacional";"T L SOLUCOES TECNOLOGICAS LTDA";"49.490.183/0001-60";"PATO BRANCO";"41250149490183000160550010000006381717437571";"44.260,00";"09/01/2025";"638";"1";
"Ministério da Educação";"Fundação Universidade Federal de Sergipe";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35231136718488000134550010000020441456725070";"44.702,06";"06/11/2023";"2044";"1";
"Ministério da Educação";"Fundação Universidade Federal de Sergipe";"SK DISTRIBUIDORA E COMERCIO DE LIVROS LTDA";"36.718.488/0001-34";"SAO PAULO";"35231136718488000134550010000021681463716851";"44.702,06";"28/11/2023";"2168";"1";
"Ministério da Justiça e Segurança Pública";"Polícia Federal";"DEAL4B SOLUÇÕES EM TECNOLOGIA LTDA";"18.355.397/0001-08";"JAGUARIÚNA";"35240818355397000108550020003078701147353271";"44.803,92";"12/08/2024";"307870";"2";
"Ministério da Educação";"Universidade Federal dos Vales do Jequitinhonha e Mucuri";"DRONE SENSE TECNOLOGIA AEREA, IMPORTACAO E EXPORTACAO LTDA";"25.330.277/0001-03";"RIBEIRAO PRETO";"35240425330277000103550010000003531768799714";"44.900,00";"02/04/2024";"353";"1";
"Ministério da Educação";"Universidade Federal dos Vales do Jequitinhonha e Mucuri";"FUNDACAO ARTHUR BERNARDES - ADM";"20.320.503/0001-51";"VICOSA";"31240820320503000151550020000124491013553062";"44.900,00";"21/08/2024";"12449";"2";
"Ministério da Defesa";"Comando da Marinha";"ANDRADE SOLUCOES EM BENS E SERVICOS LTDA";"48.855.116/0001-39";"DUQUE DE CAXIAS";"33240748855116000139550010000001891193172960";"44.998,96";"31/07/2024";"189";"1";
"Sem informação";"Sem informação";"FIRSTONE INFORMATICA EIRELI";"03.608.330/0001-52";"RIO DE JANEIRO";"33240903608330000152550010000140671866050825";"45.600,00";"23/09/2024";"14067";"1";
"Ministério da Defesa";"Comando do Exército";"PERFECT ASSESSORIA EM LICITACAO LTDA";"42.051.768/0001-34";"BRASILIA";"53240642051768000134550010000001691094967186";"46.000,00";"12/06/2024";"169";"1";
"Ministério da Defesa";"Comando do Exército";"BRUNO DIGITAL COMÉRCIO DE MERCADORIA EM GERAL EIRELI - ME";"28.811.718/0001-87";"SAO PAULO";"35231228811718000187550010000008071201635400";"46.191,00";"14/12/2023";"807";"1";
"Ministério da Defesa";"Comando do Exército";"BRUNO DIGITAL COMÉRCIO DE MERCADORIA EM GERAL EIRELI - ME";"28.811.718/0001-87";"SAO PAULO";"35240328811718000187550010000008581201635401";"46.191,00";"04/03/2024";"858";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000104001270095490";"46.195,00";"30/03/2023";"10400";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000104151272067748";"46.195,00";"30/03/2023";"10415";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000103921266056385";"46.195,00";"30/03/2023";"10392";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000104061271222538";"46.195,00";"30/03/2023";"10406";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000103961268818028";"46.195,00";"30/03/2023";"10396";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000103891264870527";"46.195,00";"30/03/2023";"10389";"1";
"Sem informação";"Sem informação";"GOHOBBY FUTURE TECHNOLOGY LTDA";"13.373.898/0001-95";"BARUERI";"35230313373898000195550010000104031270558727";"46.195,00";"30/03/2023";"10403";"1";
